exp_config,split,amota,bicycle_amota,bus_amota,car_amota,moto_amota,ped_amota,trailer_amota,truck_amota
hungarian_dist10_cvcy_obj_conf_mult_20_noyc_results,mini_val,0.634,0.302,1.000,0.499,0.601,0.604,nan,0.800
hungarian_dist5_cvcy_obj_conf_padd_30_yc_results,mini_val,0.627,0.160,1.000,0.578,0.609,0.605,nan,0.808
greedy_dist10_cvcy_obj_conf_padd_40_yc_results,mini_val,0.688,0.237,1.000,0.706,0.599,0.762,nan,0.825
hungarian_dist2_cvcy_obj_conf_padd_10_yc_results,mini_val,0.565,0.141,0.429,0.647,0.658,0.665,nan,0.850
greedy_dist10_ack_conf_mult_50_noyc_results,mini_val,0.445,0.000,0.000,0.646,0.593,0.631,nan,0.800
hungarian_dist2_cvcy_obj_conf_padd_15_noyc_results,mini_val,0.563,0.112,0.460,0.640,0.639,0.678,nan,0.850
hungarian_dist2_ack_conf_padd_25_yc_results,mini_val,0.500,0.026,0.450,0.582,0.624,0.493,nan,0.825
hungarian_dist5_cvcy_conf_mult_40_yc_results,mini_val,0.599,0.163,1.000,0.545,0.546,0.571,nan,0.770
greedy_dist10_ack_conf_mult_20_yc_results,mini_val,0.461,0.000,0.000,0.642,0.642,0.632,nan,0.850
greedy_dist10_cvcy_conf_padd_20_yc_results,mini_val,0.696,0.259,1.000,0.706,0.638,0.749,nan,0.825
hungarian_dist10_cvcy_obj_conf_mult_05_noyc_results,mini_val,0.599,0.225,0.919,0.492,0.588,0.580,nan,0.788
greedy_dist5_cvcy_obj_conf_mult_25_yc_results,mini_val,0.694,0.275,1.000,0.725,0.621,0.741,nan,0.800
greedy_dist2_ack_conf_mult_40_yc_results,mini_val,0.525,0.109,0.450,0.679,0.624,0.485,nan,0.800
hungarian_dist10_cvcy_obj_conf_mult_15_noyc_results,mini_val,0.637,0.297,1.000,0.502,0.618,0.615,nan,0.791
hungarian_dist10_ack_conf_mult_30_noyc_results,mini_val,0.438,0.000,0.300,0.460,0.518,0.501,nan,0.850
greedy_dist10_cvcy_conf_padd_15_yc_results,mini_val,0.696,0.260,1.000,0.701,0.637,0.753,nan,0.825
hungarian_dist10_ack_conf_padd_25_noyc_results,mini_val,0.478,0.121,0.300,0.518,0.588,0.548,nan,0.794
hungarian_dist5_ack_conf_padd_25_yc_results,mini_val,0.506,0.023,0.399,0.593,0.665,0.532,nan,0.825
greedy_dist2_ack_conf_padd_05_noyc_results,mini_val,0.515,0.117,0.366,0.724,0.663,0.369,nan,0.850
hungarian_dist5_cvcy_conf_mult_10_noyc_results,mini_val,0.645,0.257,1.000,0.578,0.587,0.621,nan,0.825
hungarian_dist2_cvcy_conf_padd_10_noyc_results,mini_val,0.572,0.169,0.429,0.648,0.661,0.677,nan,0.850
greedy_dist5_cvcy_conf_padd_30_yc_results,mini_val,0.714,0.263,1.000,0.733,0.670,0.771,nan,0.850
hungarian_dist5_cvcy_conf_padd_30_yc_results,mini_val,0.609,0.128,1.000,0.551,0.601,0.567,nan,0.808
hungarian_dist10_ack_conf_padd_40_yc_results,mini_val,0.448,0.056,0.300,0.489,0.539,0.492,nan,0.813
greedy_dist10_ack_conf_padd_05_noyc_results,mini_val,0.448,0.000,0.000,0.648,0.593,0.595,nan,0.850
hungarian_dist10_cvcy_obj_count_noyc_results,mini_val,0.608,0.025,0.939,0.596,0.573,0.744,nan,0.770
greedy_dist5_cvcy_obj_conf_mult_05_noyc_results,mini_val,0.692,0.277,1.000,0.708,0.632,0.713,nan,0.825
greedy_dist2_ack_conf_mult_30_noyc_results,mini_val,0.534,0.125,0.450,0.703,0.623,0.502,nan,0.800
hungarian_dist2_cvcy_obj_conf_padd_25_yc_results,mini_val,0.541,0.067,0.450,0.605,0.648,0.652,nan,0.822
hungarian_dist10_ack_conf_mult_15_yc_results,mini_val,0.440,0.000,0.300,0.495,0.498,0.526,nan,0.825
hungarian_dist10_cvcy_conf_padd_15_noyc_results,mini_val,0.625,0.365,0.919,0.510,0.575,0.603,nan,0.775
hungarian_dist5_cvcy_obj_conf_mult_15_noyc_results,mini_val,0.622,0.160,1.000,0.570,0.614,0.612,nan,0.774
hungarian_dist5_ack_conf_mult_10_yc_results,mini_val,0.441,0.000,0.009,0.614,0.664,0.531,nan,0.825
hungarian_dist5_cvcy_conf_padd_15_yc_results,mini_val,0.649,0.184,1.000,0.592,0.633,0.634,nan,0.850
hungarian_dist10_ack_conf_padd_10_noyc_results,mini_val,0.451,0.075,0.300,0.454,0.572,0.564,nan,0.738
greedy_dist2_cvcy_obj_conf_mult_40_yc_results,mini_val,0.554,0.020,0.500,0.684,0.573,0.747,nan,0.800
hungarian_dist10_ack_conf_padd_30_noyc_results,mini_val,0.475,0.086,0.300,0.481,0.589,0.567,nan,0.824
greedy_dist2_cvcy_obj_conf_padd_20_noyc_results,mini_val,0.605,0.144,0.468,0.731,0.670,0.765,nan,0.850
greedy_dist10_ack_conf_mult_50_yc_results,mini_val,0.443,0.000,0.000,0.633,0.593,0.632,nan,0.800
hungarian_dist10_cvcy_conf_padd_10_noyc_results,mini_val,0.612,0.326,0.919,0.512,0.594,0.594,nan,0.725
hungarian_dist5_cvcy_obj_conf_mult_10_yc_results,mini_val,0.644,0.257,1.000,0.577,0.584,0.620,nan,0.825
hungarian_dist10_cvcy_conf_mult_30_yc_results,mini_val,0.606,0.314,1.000,0.462,0.529,0.590,nan,0.739
greedy_dist5_ack_conf_mult_40_yc_results,mini_val,0.500,0.047,0.243,0.652,0.618,0.640,nan,0.800
hungarian_dist5_cvcy_obj_conf_padd_20_yc_results,mini_val,0.646,0.176,1.000,0.596,0.619,0.634,nan,0.850
greedy_dist5_cvcy_conf_padd_50_noyc_results,mini_val,0.698,0.238,1.000,0.717,0.646,0.762,nan,0.825
greedy_dist10_ack_conf_padd_20_yc_results,mini_val,0.463,0.000,0.000,0.653,0.619,0.654,nan,0.850
greedy_dist5_cvcy_conf_mult_25_yc_results,mini_val,0.690,0.275,1.000,0.725,0.596,0.743,nan,0.800
hungarian_dist2_cvcy_obj_conf_mult_40_yc_results,mini_val,0.506,0.000,0.500,0.553,0.550,0.634,nan,0.800
greedy_dist10_ack_conf_mult_30_yc_results,mini_val,0.457,0.000,0.000,0.629,0.617,0.647,nan,0.850
greedy_dist2_cvcy_conf_padd_10_yc_results,mini_val,0.599,0.157,0.435,0.715,0.684,0.751,nan,0.850
hungarian_dist2_cvcy_conf_padd_40_yc_results,mini_val,0.539,0.147,0.500,0.561,0.595,0.581,nan,0.850
greedy_dist5_ack_conf_mult_20_yc_results,mini_val,0.493,0.000,0.229,0.658,0.615,0.628,nan,0.825
greedy_dist10_ack_conf_mult_25_yc_results,mini_val,0.460,0.000,0.000,0.649,0.617,0.646,nan,0.850
greedy_dist5_ack_conf_padd_25_noyc_results,mini_val,0.516,0.000,0.243,0.702,0.633,0.665,nan,0.850
greedy_dist5_cvcy_obj_conf_padd_05_noyc_results,mini_val,0.707,0.285,1.000,0.710,0.677,0.718,nan,0.850
greedy_dist10_cvcy_obj_conf_padd_20_noyc_results,mini_val,0.707,0.318,1.000,0.711,0.646,0.744,nan,0.825
greedy_dist10_ack_conf_mult_20_noyc_results,mini_val,0.459,0.000,0.000,0.652,0.619,0.634,nan,0.850
hungarian_dist5_cvcy_conf_mult_20_noyc_results,mini_val,0.609,0.127,1.000,0.578,0.588,0.610,nan,0.750
hungarian_dist2_ack_conf_padd_05_yc_results,mini_val,0.471,0.000,0.366,0.633,0.620,0.368,nan,0.838
hungarian_dist5_cvcy_obj_conf_padd_15_yc_results,mini_val,0.647,0.182,1.000,0.575,0.633,0.644,nan,0.850
greedy_dist10_cvcy_obj_conf_mult_10_noyc_results,mini_val,0.690,0.297,1.000,0.709,0.606,0.728,nan,0.800
hungarian_dist5_cvcy_conf_padd_50_noyc_results,mini_val,0.623,0.215,1.000,0.542,0.616,0.576,nan,0.788
greedy_dist5_cvcy_conf_padd_50_yc_results,mini_val,0.698,0.238,1.000,0.717,0.646,0.762,nan,0.825
hungarian_dist5_ack_conf_padd_15_yc_results,mini_val,0.527,0.106,0.382,0.609,0.666,0.576,nan,0.825
greedy_dist5_ack_conf_padd_30_yc_results,mini_val,0.523,0.029,0.243,0.704,0.643,0.672,nan,0.850
hungarian_dist2_ack_count_yc_results,mini_val,0.493,0.000,0.136,0.669,0.680,0.639,nan,0.835
greedy_dist2_cvcy_conf_padd_20_yc_results,mini_val,0.604,0.144,0.468,0.729,0.667,0.769,nan,0.850
hungarian_dist5_ack_conf_padd_05_yc_results,mini_val,0.421,0.000,0.025,0.576,0.591,0.485,nan,0.850
hungarian_dist5_cvcy_obj_conf_mult_50_noyc_results,mini_val,0.620,0.240,1.000,0.534,0.571,0.604,nan,0.772
greedy_dist2_cvcy_conf_mult_25_yc_results,mini_val,0.561,0.015,0.500,0.703,0.597,0.749,nan,0.800
hungarian_dist5_cvcy_obj_conf_padd_30_noyc_results,mini_val,0.624,0.165,1.000,0.602,0.614,0.611,nan,0.755
greedy_dist2_cvcy_obj_conf_mult_10_yc_results,mini_val,0.555,0.000,0.441,0.705,0.634,0.727,nan,0.825
greedy_dist10_cvcy_obj_count_noyc_results,mini_val,0.711,0.193,1.000,0.757,0.641,0.853,nan,0.822
hungarian_dist10_cvcy_conf_mult_20_noyc_results,mini_val,0.623,0.309,1.000,0.503,0.527,0.597,nan,0.800
hungarian_dist2_ack_conf_mult_30_yc_results,mini_val,0.470,0.000,0.450,0.560,0.570,0.466,nan,0.773
hungarian_dist5_cvcy_obj_conf_mult_20_yc_results,mini_val,0.603,0.127,1.000,0.547,0.588,0.604,nan,0.750
greedy_dist5_cvcy_obj_conf_mult_15_noyc_results,mini_val,0.706,0.308,1.000,0.716,0.645,0.738,nan,0.825
greedy_dist10_cvcy_conf_mult_20_yc_results,mini_val,0.684,0.273,1.000,0.702,0.592,0.734,nan,0.800
greedy_dist5_cvcy_conf_mult_50_yc_results,mini_val,0.678,0.275,1.000,0.698,0.574,0.721,nan,0.800
greedy_dist10_cvcy_conf_mult_30_noyc_results,mini_val,0.683,0.273,1.000,0.695,0.589,0.739,nan,0.800
greedy_dist2_cvcy_count_noyc_results,mini_val,0.558,0.011,0.237,0.748,0.662,0.840,nan,0.850
hungarian_dist10_ack_conf_mult_25_noyc_results,mini_val,0.452,0.000,0.300,0.479,0.558,0.524,nan,0.850
hungarian_dist10_cvcy_obj_conf_padd_40_noyc_results,mini_val,0.637,0.270,1.000,0.476,0.632,0.617,nan,0.825
greedy_dist2_ack_conf_padd_30_yc_results,mini_val,0.549,0.100,0.450,0.722,0.674,0.496,nan,0.850
hungarian_dist10_cvcy_conf_mult_25_noyc_results,mini_val,0.618,0.314,1.000,0.497,0.536,0.592,nan,0.772
hungarian_dist2_cvcy_obj_conf_mult_25_noyc_results,mini_val,0.490,0.000,0.450,0.548,0.572,0.597,nan,0.772
greedy_dist5_cvcy_conf_padd_10_yc_results,mini_val,0.716,0.304,1.000,0.732,0.661,0.746,nan,0.850
hungarian_dist10_cvcy_conf_mult_40_noyc_results,mini_val,0.601,0.314,1.000,0.459,0.530,0.550,nan,0.753
greedy_dist2_ack_conf_mult_50_yc_results,mini_val,0.523,0.125,0.450,0.677,0.599,0.484,nan,0.800
greedy_dist5_ack_conf_mult_05_yc_results,mini_val,0.494,0.000,0.206,0.674,0.659,0.601,nan,0.825
hungarian_dist10_cvcy_conf_padd_50_yc_results,mini_val,0.603,0.187,1.000,0.488,0.564,0.596,nan,0.781
hungarian_dist2_cvcy_obj_conf_mult_05_yc_results,mini_val,0.524,0.000,0.432,0.633,0.610,0.652,nan,0.818
greedy_dist5_cvcy_conf_mult_20_noyc_results,mini_val,0.695,0.275,1.000,0.720,0.617,0.734,nan,0.825
greedy_dist5_cvcy_conf_padd_10_noyc_results,mini_val,0.716,0.304,1.000,0.732,0.661,0.746,nan,0.850
hungarian_dist5_ack_conf_padd_10_yc_results,mini_val,0.444,0.000,0.102,0.524,0.661,0.530,nan,0.850
greedy_dist2_cvcy_obj_conf_padd_05_yc_results,mini_val,0.580,0.122,0.419,0.703,0.645,0.738,nan,0.850
greedy_dist10_cvcy_conf_mult_25_noyc_results,mini_val,0.685,0.273,1.000,0.709,0.587,0.739,nan,0.800
hungarian_dist5_cvcy_obj_conf_padd_50_yc_results,mini_val,0.619,0.215,1.000,0.536,0.591,0.585,nan,0.788
greedy_dist5_cvcy_conf_mult_05_yc_results,mini_val,0.704,0.340,1.000,0.716,0.634,0.708,nan,0.825
greedy_dist2_ack_conf_mult_25_noyc_results,mini_val,0.529,0.125,0.450,0.700,0.599,0.502,nan,0.800
greedy_dist5_cvcy_count_noyc_results,mini_val,0.721,0.194,1.000,0.767,0.685,0.833,nan,0.850
hungarian_dist10_cvcy_obj_conf_mult_40_yc_results,mini_val,0.602,0.314,1.000,0.463,0.520,0.562,nan,0.756
hungarian_dist10_cvcy_obj_conf_padd_10_yc_results,mini_val,0.612,0.273,0.919,0.532,0.579,0.641,nan,0.728
greedy_dist2_cvcy_conf_padd_40_yc_results,mini_val,0.603,0.136,0.500,0.697,0.671,0.761,nan,0.850
greedy_dist2_cvcy_conf_padd_25_yc_results,mini_val,0.608,0.131,0.500,0.716,0.671,0.779,nan,0.850
greedy_dist2_ack_conf_padd_20_noyc_results,mini_val,0.552,0.127,0.420,0.732,0.692,0.492,nan,0.850
greedy_dist10_cvcy_conf_mult_20_noyc_results,mini_val,0.684,0.273,1.000,0.702,0.592,0.734,nan,0.800
hungarian_dist2_cvcy_count_noyc_results,mini_val,0.514,0.000,0.237,0.681,0.601,0.777,nan,0.791
hungarian_dist2_cvcy_conf_padd_05_yc_results,mini_val,0.546,0.140,0.419,0.653,0.623,0.660,nan,0.783
greedy_dist2_cvcy_conf_mult_20_yc_results,mini_val,0.560,0.015,0.466,0.694,0.617,0.742,nan,0.825
greedy_dist10_ack_conf_mult_10_yc_results,mini_val,0.448,0.000,0.000,0.625,0.586,0.626,nan,0.850
hungarian_dist5_ack_conf_padd_20_yc_results,mini_val,0.507,0.033,0.382,0.566,0.667,0.571,nan,0.825
greedy_dist10_cvcy_obj_conf_padd_25_noyc_results,mini_val,0.708,0.331,1.000,0.718,0.623,0.750,nan,0.825
hungarian_dist2_cvcy_obj_conf_mult_15_yc_results,mini_val,0.522,0.000,0.466,0.587,0.624,0.657,nan,0.796
hungarian_dist2_cvcy_obj_count_noyc_results,mini_val,0.516,0.000,0.237,0.693,0.599,0.777,nan,0.791
greedy_dist5_cvcy_conf_mult_40_yc_results,mini_val,0.685,0.275,1.000,0.698,0.597,0.741,nan,0.800
greedy_dist10_cvcy_conf_mult_05_yc_results,mini_val,0.690,0.326,1.000,0.701,0.610,0.702,nan,0.800
greedy_dist5_cvcy_conf_padd_05_yc_results,mini_val,0.707,0.263,1.000,0.721,0.682,0.724,nan,0.850
greedy_dist10_cvcy_count_noyc_results,mini_val,0.708,0.190,1.000,0.760,0.658,0.817,nan,0.822
hungarian_dist10_ack_conf_padd_20_noyc_results,mini_val,0.463,0.069,0.300,0.422,0.586,0.549,nan,0.849
greedy_dist2_ack_conf_padd_25_yc_results,mini_val,0.551,0.100,0.450,0.736,0.674,0.496,nan,0.850
hungarian_dist2_cvcy_obj_conf_mult_30_noyc_results,mini_val,0.491,0.000,0.500,0.549,0.523,0.600,nan,0.772
greedy_dist5_ack_conf_mult_50_noyc_results,mini_val,0.492,0.047,0.243,0.658,0.561,0.640,nan,0.800
hungarian_dist10_cvcy_count_noyc_results,mini_val,0.635,0.199,0.939,0.597,0.563,0.741,nan,0.770
greedy_dist2_cvcy_conf_padd_05_noyc_results,mini_val,0.585,0.122,0.419,0.712,0.664,0.742,nan,0.850
hungarian_dist2_cvcy_conf_padd_30_yc_results,mini_val,0.544,0.067,0.500,0.586,0.648,0.641,nan,0.822
hungarian_dist2_ack_conf_mult_05_noyc_results,mini_val,0.468,0.000,0.379,0.609,0.598,0.396,nan,0.825
hungarian_dist2_ack_conf_padd_10_noyc_results,mini_val,0.500,0.005,0.382,0.644,0.647,0.482,nan,0.843
greedy_dist10_cvcy_conf_padd_15_noyc_results,mini_val,0.696,0.260,1.000,0.701,0.637,0.753,nan,0.825
greedy_dist5_cvcy_conf_padd_30_noyc_results,mini_val,0.714,0.263,1.000,0.733,0.670,0.771,nan,0.850
hungarian_dist5_cvcy_obj_count_noyc_results,mini_val,0.637,0.000,0.939,0.658,0.654,0.755,nan,0.815
hungarian_dist2_ack_conf_mult_25_noyc_results,mini_val,0.482,0.000,0.450,0.563,0.615,0.466,nan,0.800
greedy_dist10_cvcy_obj_conf_padd_15_noyc_results,mini_val,0.710,0.325,1.000,0.712,0.648,0.753,nan,0.825
